1,102,Fail,301.68984421674884,1.0
2,42,Fail,-590.8748918908361,1.0
3,223,Fail,-640.9318348974964,1.0
4,156,Fail,-211.5388948037725,1.0
5,355,Fail,-549.7112742566248,1.0
6,151,Fail,-1002.679788412777,1.0
7,80,Fail,-766.9343279972228,1.0
8,13,Fail,-647.3320406570695,1.0
9,120,Fail,-312.4570506388745,1.0
10,72,Fail,-1000.7886614926324,1.0
11,106,Fail,-70.73586774845545,1.0
12,156,Fail,423.57021599604764,1.0
13,14,Fail,-773.2443972879544,1.0
14,17,Fail,-1024.5849394436634,1.0
15,27,Fail,-1257.130741926934,1.0
16,11,Fail,-553.101028400375,1.0
17,34,Fail,-829.5234824262675,1.0
18,57,Fail,493.0686408847025,1.0
19,56,Fail,-1931.362679131094,1.0
20,36,Fail,142.5388767037717,1.0
21,81,Fail,380.1054072860549,1.0
22,53,Fail,-16.41064841314592,1.0
23,19,Fail,-793.169375207972,1.0
24,50,Fail,165.03465372113016,1.0
25,29,Fail,-582.1062932804962,1.0
Val,1,42,Succes,35.098308801651
Val,2,58,Fail
Val,3,44,Fail
Val,4,45,Fail
Val,5,39,Fail
Val,6,40,Fail
Val,7,44,Fail
Val,8,41,Fail
Val,9,39,Fail
Val,10,41,Fail
26,23,Fail,-766.2842978814224,1.0
27,45,Fail,-278.4316877528497,1.0
28,70,Fail,-520.0702429541507,1.0
29,45,Fail,510.1892566258729,1.0
30,32,Fail,-241.4993559548545,1.0
31,22,Fail,-871.6150988175574,1.0
32,41,Fail,667.0647199517266,1.0
33,30,Fail,-382.20284052120195,1.0
34,57,Fail,-1676.5370816676032,1.0
35,18,Fail,-871.7384778198663,1.0
36,63,Fail,-417.7231068244556,1.0
37,98,Fail,542.8235648162364,1.0
38,46,Fail,361.81381266317686,1.0
39,84,Success,1505.392970639645,1.0,87.31127214431763
39,2,Success,1673.9380757816673,1.0,2.2594640254974365
39,11,Fail,1122.475912092504,1.0
40,58,Fail,320.22626676735445,1.0
41,34,Fail,433.64419018492003,1.0
42,44,Fail,26.482851515475062,1.0
43,192,Fail,173.71360034613429,1.0
44,46,Fail,389.3799426768217,1.0
45,44,Fail,1076.920051354531,1.0
46,19,Fail,-94.34043136193996,1.0
47,90,Fail,-351.58589491893133,1.0
48,49,Fail,-949.7814693530279,1.0
49,19,Fail,-772.1626896146031,1.0
50,26,Fail,249.28526779451965,1.0
Val,1,134,Succes,111.33034300804138
Val,2,33,Succes,27.402552843093872
Val,3,51,Fail
Val,4,47,Fail
Val,5,41,Fail
Val,6,42,Fail
Val,7,57,Fail
Val,8,56,Fail
Val,9,41,Fail
Val,10,41,Fail
51,45,Fail,309.1730071694086,1.0
52,48,Fail,101.06925771473053,1.0
53,30,Fail,247.85549676805977,1.0
54,15,Fail,221.75687451951933,1.0
55,62,Fail,321.7549500665366,1.0
56,48,Fail,73.30802707901083,1.0
57,25,Fail,461.5402224920531,1.0
58,19,Fail,-557.4707689385895,1.0
59,33,Fail,237.42310876620957,1.0
60,33,Fail,-1466.0751387773414,1.0
61,51,Fail,718.3792866613753,1.0
62,52,Fail,-210.54152826253298,1.0
63,38,Fail,62.22732772705294,1.0
64,34,Fail,-1032.5743881287888,1.0
65,23,Fail,-494.32286404687807,1.0
66,19,Fail,-566.9654491700499,1.0
67,15,Fail,-806.540920050311,1.0
68,47,Fail,-616.9715638564381,1.0
69,18,Fail,-570.8463826078541,1.0
70,63,Fail,1000.891940561532,1.0
71,47,Fail,-796.8041318740894,1.0
72,162,Fail,-1129.5579206485213,1.0
73,37,Fail,81.47328924219744,1.0
74,14,Fail,-726.0328851372497,1.0
75,15,Fail,170.11349012390775,1.0
Val,1,31,Succes,26.466428995132446
Val,2,35,Succes,29.363729000091553
Val,3,48,Fail
Val,4,44,Fail
Val,5,39,Fail
Val,6,48,Succes,40.10574507713318
Val,7,23,Fail
Val,8,23,Fail
Val,9,35,Fail
Val,10,36,Fail
76,18,Fail,-684.0892164023595,1.0
77,23,Fail,-1016.6122463774897,1.0
78,22,Fail,165.30250229722418,1.0
79,45,Fail,-2012.0048321093634,1.0
80,70,Fail,-174.7007957714163,1.0
81,75,Fail,-1585.7406448441473,1.0
82,50,Fail,-1184.970876972548,1.0
83,26,Fail,-1155.0995439197993,1.0
84,32,Fail,-192.03418657360197,1.0
85,27,Fail,-1119.3933605286447,1.0
86,23,Fail,-672.6156824880117,1.0
87,51,Fail,152.05995673509,1.0
88,66,Fail,-1231.212579647181,1.0
89,34,Fail,-1063.181249080295,1.0
90,21,Fail,-767.368792084286,1.0
91,14,Fail,-826.8708087517017,1.0
92,21,Fail,-709.3131688710088,1.0
93,35,Success,1101.228572131617,0.9998000100000001,37.884161949157715
93,15,Fail,780.583807068931,0.9995000999900007
94,28,Fail,337.64120561832937,0.9989005498350332
95,38,Fail,-988.650420911392,0.9981017090313877
96,47,Fail,-1712.7981322568353,0.9972037767260468
97,57,Fail,-1001.3509280219482,0.9961074008692198
98,55,Fail,-871.7382953568184,0.9950122304230093
99,54,Fail,-973.7487968853058,0.9939182640621268
100,50,Fail,-698.56108023059,0.9929247929420344
Val,1,72,Fail
Val,2,72,Fail
Val,3,39,Fail
Val,4,40,Fail
Val,5,67,Fail
Val,6,65,Fail
Val,7,68,Fail
Val,8,69,Fail
Val,9,69,Fail
Val,10,69,Fail
101,29,Fail,-691.0003328407176,0.9923291869851313
102,13,Fail,-845.0875793621976,0.992031517997919
103,51,Fail,-1119.9988173156898,0.9910399327750814
104,17,Fail,-541.8802490509859,0.9907426505254558
105,18,Fail,-648.645170728849,0.9903464129058418
106,46,Fail,-915.1581771412777,0.9894554575757586
107,11,Fail,-610.4785812457453,0.9892575763787981
108,39,Fail,-933.8230392776472,0.988466447254425
109,51,Fail,-1470.0748092997044,0.9874784254984766
110,42,Fail,-1836.7596615135953,0.9865900503248255
111,41,Fail,-892.4092679382774,0.9858010544745378
112,51,Fail,-1524.7898671464638,0.9848156969122625
113,16,Fail,-783.2102487496082,0.9845202817466749
114,14,Fail,-820.0986369908344,0.9842249551967749
115,43,Fail,-1011.4309949878239,0.9833395069754194
116,55,Fail,-1166.423444059173,0.9822583741922568
117,31,Fail,62.9729934231768,0.9816691664868539
118,67,Fail,-716.1287881515906,0.9803937619916837
119,73,Fail,-417.1224721212004,0.9789242003162011
120,42,Fail,-1144.8750567525183,0.9781413349999114
121,47,Fail,-1525.56097579384,0.9771636337111561
122,43,Fail,-836.8301793530538,0.9763821763552903
